央视,#genre#
CCTV1,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$LR•IPV6『线路26』
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$LR•IPV6『线路27』
CCTV1,http://[2409:8087:74d9:21::6]:80/270000001128/9900000001/index.m3u8$LR•IPV6『线路28』
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?$LR•IPV6『线路29』
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6『线路30』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8$LR•IPV6『线路31』
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226016/2.m3u8$LR•IPV6『线路32』
CCTV1,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010144/$LR•IPV6『线路33』
CCTV1,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010144/$LR•IPV6『线路34』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/$LR•IPV6『线路35』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000002226/$LR•IPV6『线路36』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000030810/1.m3u8$LR•IPV6『线路37』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000002226/1.m3u8$LR•IPV6『线路38』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000001000004953/1.m3u8$LR•IPV6『线路39』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000018602/1.m3u8$LR•IPV6『线路40』
CCTV1,http://[2409:8087:1a0a:df::4031]:80/wh7f454c46tw705163907_345094122/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?icpid=88888888&RTS=1713967534&from=4&hms_devid=1143&online=1713967534&vqe=3$LR•IPV6『线路41』
CCTV1,http://[2409:8087:1a01:df::4060]/TVOD/88888888/224/3221226119/main.m3u8$LR•IPV6『线路42』
CCTV1,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002133/index.m3u8$LR•IPV6『线路43』
CCTV1,http://[2409:8087:74d9:21::6]/270000001128/9900000001/index.m3u8$LR•IPV6『线路44』
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226733/index.m3u8$LR•IPV6『线路45』
CCTV1,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002133/1.m3u8$LR•IPV6『线路46』
CCTV1,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225816/main.m3u8$LR•IPV6『线路47』
CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$LR•IPV6『线路48』
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$LR•IPV6『线路49』
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226153/index.m3u8$LR•IPV6『线路50』
CCTV1,http://[2409:8087:74f0:22::4]:6610/270000001128/9900000501/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000501$LR•IPV6『线路51』
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226670/index.m3u8$LR•IPV6『线路52』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$LR•IPV4『线路53』
CCTV1,http://222.218.159.27:8181/tsfile/live/faacts/0001_1.m3u8$LR•IPV4『线路54』
CCTV1,http://180.113.206.17:50969/rtp/239.49.8.129:6000$LR•IPV4『线路55』
CCTV1,http://171.118.120.38:8085/rtp/226.0.2.153:9136$LR•IPV4『线路56』
CCTV1,http://171.118.120.38:8085/rtp/226.0.2.16:8040$LR•IPV4『线路57』
CCTV1,http://171.118.120.38:8083/rtp/226.0.2.153:9136$LR•IPV4『线路58』
CCTV1,http://171.118.120.38:8083/rtp/226.0.2.16:8040$LR•IPV4『线路59』
CCTV1,http://125.71.157.243:6666/udp/239.93.0.184:5140$LR•IPV4『线路60』
CCTV1,http://60.220.167.49:8084/rtp/226.0.2.153:9136$LR•IPV4『线路61』
CCTV1,http://60.220.167.49:8082/rtp/226.0.2.16:8040$LR•IPV4『线路62』
CCTV1,http://123.145.24.146:8003/udp/225.0.4.74:7980$LR•IPV4『线路63』
CCTV1,http://123.145.24.146:8001/udp/225.0.4.74:7980$LR•IPV4『线路64』
CCTV1,http://221.217.54.246:8686/rtp/239.3.1.129:8008$LR•IPV4『线路65』
CCTV1,http://182.123.76.65:8090/hls/1/index.m3u8$LR•IPV4『线路66』
CCTV1,http://113.87.165.150:9600/hls/1/index.m3u8$LR•IPV4『线路67』
CCTV1,http://223.12.185.161:8082/udp/239.1.1.7:8007$LR•IPV4『线路68』
CCTV1,http://223.12.185.161:8083/udp/239.1.1.7:8007$LR•IPV4『线路69』
CCTV1,http://222.185.115.100:9004/rtp/239.49.8.129:6000$LR•IPV4『线路70』
CCTV1,http://124.230.56.126:55555/udp/239.76.253.151:9000$LR•IPV4『线路71』
CCTV1,http://60.220.167.37:8084/rtp/226.0.2.153:9136$LR•IPV4『线路72』
CCTV1,http://60.220.167.37:8084/rtp/226.0.2.16:8040$LR•IPV4『线路73』
CCTV1,http://60.220.167.37:8085/rtp/226.0.2.153:9136$LR•IPV4『线路74』
CCTV1,http://60.220.167.37:8085/rtp/226.0.2.16:8040$LR•IPV4『线路75』
CCTV1,http://221.221.155.31:8888/rtp/239.3.1.129:8008$LR•IPV4『线路76』
CCTV1,http://171.124.233.193:8083/rtp/226.0.2.153:9136$LR•IPV4『线路77』
CCTV1,http://171.124.233.193:8083/rtp/226.0.2.16:8040$LR•IPV4『线路78』
CCTV1,http://123.145.25.31:8003/udp/225.0.4.74:7980$LR•IPV4『线路79』
CCTV1,http://123.145.25.31:8005/udp/225.0.4.74:7980$LR•IPV4『线路80』
CCTV1,http://123.145.25.31:8002/udp/225.0.4.74:7980$LR•IPV4『线路81』
CCTV1,http://218.67.179.51:8888/udp/225.1.1.120:5002$LR•IPV4『线路82』
CCTV1,http://113.15.186.162:8181/tsfile/live/faacts/0001_1.m3u8$LR•IPV4『线路83』
CCTV1,http://222.137.119.167:4000/rtp/225.1.4.73:1102$LR•IPV4『线路84』
CCTV1,http://1.25.90.53:4022/udp/239.125.2.66:4120$LR•IPV4『线路85』
CCTV1,http://171.125.63.116:8888/rtp/226.0.2.153:9136$LR•IPV4『线路86』
CCTV1,http://171.125.63.116:8888/rtp/226.0.2.16:8040$LR•IPV4『线路87』
CCTV1,http://117.62.146.252:5678/rtp/239.49.8.129:6000$LR•IPV4『线路88』
CCTV1,http://171.38.25.112:8181/tsfile/live/0001_1.m3u8$LR•IPV4『线路89』
CCTV1,http://113.87.167.49:9600/hls/1/index.m3u8$LR•IPV4『线路90』
CCTV1,http://42.237.181.126:4000/rtp/225.1.4.73:1102$LR•IPV4『线路91』
CCTV1,http://171.120.216.230:8082/rtp/226.0.2.153:9136$LR•IPV4『线路92』
CCTV1,http://171.120.216.230:8082/rtp/226.0.2.16:8040$LR•IPV4『线路93』
CCTV1,http://61.164.209.90/cache.ott.bestlive.itv.cmvideo.cn/000000001000/1000000005000265001/index.m3u8?channel-id=bestlive&Contentid=1000000005000265001&livemode=1&stbId=no$LR•IPV4『线路94』
CCTV1,http://61.164.209.90/cache.ott.bestlive.itv.cmvideo.cn/000000001000/1000000005000265002/index.m3u8?channel-id=bestzb&Contentid=1000000005000265001&livemode=1&stbId=no$LR•IPV4『线路95』
CCTV1,http://iptv.gdstu.fun/source/best.php?id=cctv1hd8m/8000000$LR•IPV4『线路96』
CCTV1,http://121.232.187.4:6000/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路97』
CCTV1,http://p.ytelc.com/169l/0/aikan.php?id=cctv1$LR•IPV4『线路98』
CCTV1,P2p://135.148.104.228:19806/62b58f87395c464da422a467e2a06197.ts$LR•IPV4『线路99』
CCTV1,http://171.13.115.66:808/hls/1/index.m3u8$LR•IPV4『线路100』
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8$LR•IPV4『线路101』
CCTV1,http://www.zzlag.top:9087/tsfile/live/1010_1.m3u8?key=txiptv$LR•IPV4『线路102』
CCTV1,http://171.8.247.154:808/hls/1/index.m3u8$LR•IPV4『线路103』
CCTV1,http://119.62.36.174:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路104』
CCTV1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路105』
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路106』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路107』
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$LR•IPV4『线路108』
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路109』
CCTV1,http://120.234.5.29:6000/udp/239.20.0.104:2006$LR•IPV4『线路110』
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$LR•IPV4『线路111』
CCTV1,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008$LR•IPV4『线路112』
CCTV1,http://alvin.ergotron.net:8000/udp/239.77.1.17:5146$LR•IPV4『线路113』
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008$LR•IPV4『线路114』
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234$LR•IPV4『线路115』
CCTV1,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV1HD/index.m3u8?gMac=unknown&livodToken=3f76fa247855b9f1507e08620e857dda1b4424839963e7074fc1ee72310d6023_1720504514_604800&fromCDN=ws$LR•IPV4『线路116』
CCTV1,http://221.5.12.130:2223/hls/23/index.m3u8$LR•IPV4『线路117』
CCTV1,http://171.108.239.79:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路118』
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路119』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$LR•IPV4『线路120』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$LR•IPV4『线路121』
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路122』
CCTV1,http://115.171.216.195:4000/udp/225.1.8.1:8008$LR•IPV4『线路123』
CCTV1,http://183.3.134.56:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0$LR•IPV4『线路124』
CCTV1,http://223.159.8.12:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路125』
CCTV1,http://61.52.158.169:808/hls/1/index.m3u8$LR•IPV4『线路126』
CCTV1,http://171.108.239.98:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路127』
CCTV1,http://gouwu.pthv.gitv.tv:91/live/CCTV1hd-8M/live.m3u8$LR•IPV4『线路128』
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$LR•IPV4『线路129』
CCTV1,http://59.62.8.250:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路130』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$LR•IPV4『线路131』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$LR•IPV4『线路132』
CCTV1,http://124.165.251.82:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路133』
CCTV1,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路134』
CCTV1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路135』
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路136』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路137』
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$LR•IPV4『线路138』
CCTV1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8?key=txiptv$LR•IPV4『线路139』
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv$LR•IPV4『线路140』
CCTV1,http://118.122.2.29:9999/hls/1/index.m3u8$LR•IPV4『线路141』
CCTV1,http://171.116.59.153:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路142』
CCTV1,http://123.163.55.234:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•IPV4『线路143』
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8$LR•IPV4『线路144』
CCTV1,http://1.195.111.251:11190/tsfile/live/0001_1.m3u8$LR•IPV4『线路145』
CCTV1,http://36.248.137.69:60033/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路146』
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路147』
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$LR•IPV4『线路148』
CCTV1,http://36.40.237.20:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路149』
CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8$LR•IPV4『线路150』
CCTV1,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8$LR•IPV4『线路151』
CCTV1,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8$LR•IPV4『线路152』
CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8$LR•IPV4『线路153』
CCTV1,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8$LR•IPV4『线路154』
CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8$LR•IPV4『线路155』
CCTV1,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8$LR•IPV4『线路156』
CCTV1,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8$LR•IPV4『线路157』
CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8$LR•IPV4『线路158』
CCTV1,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8$LR•IPV4『线路159』
CCTV1,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8$LR•IPV4『线路160』
CCTV1,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8$LR•IPV4『线路161』
CCTV1,https://stream1.freetv.fun/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8$LR•IPV4『线路162』
CCTV1,https://stream1.freetv.fun/f1fa8406434117dfaa5c0b174fa90a31da74b1ad921fc3ce3662a40cff4d9001.m3u8$LR•IPV4『线路163』
CCTV1,https://stream1.freetv.fun/ee6bfbbf6bd7448cd334ce598474b15c4179f9cf07a6980cd02389132eef0af0.m3u8$LR•IPV4『线路164』
CCTV1,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8$LR•IPV4『线路165』
CCTV1,https://stream1.freetv.fun/5d284520daa692f05f56035b16d3664f0e1d00c595102fbb480bdd9365d80e12.ctv$LR•IPV4『线路166』
CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8$LR•IPV4『线路167』
CCTV1,http://111.225.49.111:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路168』
CCTV1,http://123.160.175.63:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路169』
CCTV1,http://111.225.113.77:808/home/storager/6bbc84c2-18fb-444e-a900-d7ed884a2731/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路170』
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路171』
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路172』
CCTV1,http://113.218.189.23:8081/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路173』
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路174』
CCTV1,http://14.204.12.226:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路175』
CCTV1,http://220.202.98.51:14901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路176』
CCTV1,http://123.184.28.3:80/hlslive-tx-cdn.ysp.cctv.cn/512/2024078203.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路177』
CCTV1,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv1hd265/57/20191230/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=$LR•IPV4『线路178』
CCTV1,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/01.m3u8?&encrypt=967aa7900f57ec8a3e07ff77f11c9afb&HlsSubType=1&HlsProfileId=1&nphaid=0$LR•IPV4『线路179』
CCTV1,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/2500/01.m3u8?&HlsSubType=&encrypt=$LR•IPV4『线路180』
CCTV1,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8$LR•IPV4『线路181』
CCTV1,rtsp://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil$LR•IPV4『线路182』
CCTV1,http://116.117.105.198:8096/tsfile/live/0001_1.m3u8$LR•IPV4『线路183』
CCTV1,http://121.24.98.232:8090/hls/9/index.m3u8$LR•IPV4『线路184』
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路185』
CCTV1,http://123.166.61.70:8003/hls/11/index.m3u8$LR•IPV4『线路186』
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$LR•IPV4『线路187』
CCTV1,http://219.159.194.108:8181/tsfile/live/0001_1.m3u8$LR•IPV4『线路188』
CCTV1,http://180.158.164.233:8888/udp/239.45.3.145:5140$LR•IPV4『线路189』
CCTV1,http://kxrj.site:35455/itv/6000000001000029752.m3u8?cdn=wasusyt$LR•IPV4『线路190』
CCTV1,http://222.218.158.156:8181/tsfile/live/0001_1.m3u8$LR•IPV4『线路191』
CCTV1,http://180.158.191.162:9999/udp/239.45.3.145:5140$LR•IPV4『线路192』
CCTV1,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265001&livemode=1&stbId=3$LR•IPV4『线路193』
CCTV1,http://114.243.97.208:8822/rtp/239.3.1.129:8008$LR•IPV4『线路194』
CCTV1,http://114.243.104.64:8822/rtp/239.3.1.129:8008$LR•IPV4『线路195』
CCTV1,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000018602/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000018602$LR•IPV4『线路196』
CCTV1,http://115.48.63.30:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路197』
CCTV1,http://101.65.32.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路198』
CCTV1,http://kxrj.site:35455/ysptp/cctv1.m3u8$LR•IPV4『线路199』
CCTV1,http://27.11.254.216:8005/udp/225.0.4.74:7980$LR•IPV4『线路200』
CCTV1,http://39.98.201.151:9090/udp/225.1.8.101:8080$LR•IPV4『线路201』
CCTV1,http://47.102.200.34:18081/live/program/live/cctv1hd8m/8000000/mnf.m3u8$LR•IPV4『线路202』
CCTV1,http://211.158.152.144:8002/udp/225.0.4.74:7980$LR•IPV4『线路203』
CCTV1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8$LR•IPV4『线路204』
CCTV1,http://58.254.14.139:808/hls/1/index.m3u8$LR•IPV4『线路205』
CCTV1,http://27.11.251.221:8002/udp/225.0.4.74:7980$LR•IPV4『线路206』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?$LR•IPV4『线路207』
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$LR•IPV4『线路208』
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路209』
CCTV1,http://113.15.187.190:8181/tsfile/live/faacts/0001_1.m3u8$LR•IPV4『线路210』
CCTV1,http://27.11.251.221:8010/udp/225.0.4.74:7980$LR•IPV4『线路211』
CCTV1,http://117.72.68.25:9930/migu.php?id=cctv1$LR•IPV4『线路212』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$LR•IPV4『线路213』
CCTV1,http://kxrj.site:998/123/mg.php?id=cctv1$LR•IPV4『线路214』
CCTV1,http://113.119.26.228:58888/udp/239.77.1.17:5146$LR•IPV4『线路215』
CCTV1,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?$LR•IPV4『线路216』
CCTV1,http://123.56.129.203:2604/rtp/225.1.8.101:8080$LR•IPV4『线路217』
CCTV1,http://123.113.176.137:9000/rtp/239.3.1.129:8008$LR•IPV4『线路218』
CCTV1,p2p://142.54.189.229:3456/64df4e39000298bd058fb75f6f793316.ts$LR•IPV4『线路219』
CCTV1,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265001$LR•IPV4『线路220』
CCTV1,http://113.120.46.204:8123/udp/239.21.1.1:5002$LR•IPV4『线路221』
CCTV1,http://211.158.152.144:8004/udp/225.0.4.74:7980$LR•IPV4『线路222』
CCTV1,http://36.46.98.55:8010/rtp/239.112.205.59:5140$LR•IPV4『线路223』
CCTV1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路224』
CCTV1,http://ygbh666.cn/aikmigu.php?id=cctv1$LR•IPV4『线路225』
CCTV1,http://110.177.146.152:888/udp/239.1.1.7:8007$LR•IPV4『线路226』
